miRNA	Metabolite	coef_Endo2
hsa-miR-204-5p	LPC(16:0)	-0.400767687
hsa-miR-2355-5p	LPC(16:0)	-0.309757243
hsa-miR-2355-5p	LPC(16:0)	-0.318878007
hsa-miR-30d-5p	LPC(16:0)	-0.19405517
hsa-miR-30d-5p	LPC(16:0)	-0.221433745
hsa-miR-3158-3p	LPC(16:0)	-0.569318956
hsa-miR-320a-3p	LPC(16:0)	-0.111274657
hsa-miR-25-3p	N-Acetyl-L-Glutamine	-0.476371105
hsa-miR-25-3p	Keto-isocaproic acid KIC / Keto-methylvalerate KMV	0.350314887
hsa-miR-320a-3p	LPC(16:0)	-0.129210311
hsa-miR-25-3p	Citraconic acid	0.348990102
hsa-miR-339-5p	LPC(16:0)	-0.587792071
hsa-miR-25-3p	LPE(22:0)	-0.44696142
hsa-miR-25-3p	LPE(20:0)	-0.403223637
hsa-miR-340-3p	LPC(16:0)	-0.430354284
hsa-miR-362-5p	LPC(16:0)	-0.195670089
hsa-miR-25-3p	LPE(18:0)_B	-0.338351884
hsa-miR-451a	LPC(16:0)	-0.241482603
hsa-miR-4659a-3p	LPC(16:0)	-0.738654347
hsa-miR-4659a-3p	LPC(16:0)	-0.793576989
hsa-miR-494-3p	LPC(16:0)	-0.748204653
hsa-miR-494-3p	LPC(16:0)	-0.735899695
hsa-miR-503-5p	LPC(16:0)	-0.875753983
hsa-miR-503-5p	LPC(16:0)	-0.570171387
hsa-miR-550a-3-5pXhsa-miR-550a-5p	LPC(16:0)	-0.685790363
hsa-miR-584-5p	LPC(16:0)	-0.308358799
hsa-miR-25-5p	PE(P-34:2)/PE(O-34:3)	0.7104193
hsa-miR-589-5p	LPC(16:0)	-0.389866451
hsa-miR-605-3p	LPC(16:0)	-0.570146585
hsa-miR-671-3p	LPC(16:0)	-0.635863611
hsa-miR-6815-5p	LPC(16:0)	-0.526806728
hsa-miR-6815-5p	LPC(16:0)	-0.362013289
hsa-miR-874-3p	LPC(16:0)	-0.557914981
hsa-miR-874-3p	LPC(16:0)	-0.451956729
hsa-let-7a-3p	LPC(16:1)	-0.504457294
hsa-let-7a-5p	LPC(16:1)	-0.048069132
hsa-let-7b-5p	LPC(16:1)	-0.210289355
hsa-let-7i-3p	LPC(16:1)	-0.335107952
hsa-let-7i-5p	LPC(16:1)	-0.172196574
hsa-miR-101-3p	LPC(16:1)	-0.153711249
hsa-miR-101-3p	LPC(16:1)	-0.108583682
hsa-miR-106a-5p	LPC(16:1)	-0.449042201
hsa-miR-106a-5p	LPC(16:1)	-0.407275554
hsa-miR-10a-5p	LPC(16:1)	0.278006764
hsa-miR-10a-5p	LPC(16:1)	0.228790504
hsa-miR-10b-5p	LPC(16:1)	0.230987725
hsa-miR-25-5p	arginine	-0.01390007
hsa-miR-10b-5p	LPC(16:1)	0.191547742
hsa-miR-1180-3p	LPC(16:1)	-0.986074931
hsa-miR-1180-3p	LPC(16:1)	-0.741203237
hsa-miR-125b-5p	LPC(16:1)	0.162244499
hsa-miR-127-3p	LPC(16:1)	0.400228278
hsa-miR-144-3p	LPC(16:1)	-0.549846707
hsa-miR-144-3p	LPC(16:1)	-0.427948993
hsa-miR-151b	LPC(16:1)	-0.232438165
hsa-miR-152-3p	LPC(16:1)	-0.606482154
hsa-miR-152-3p	LPC(16:1)	-0.528897815
hsa-miR-181a-5p	LPC(16:1)	-0.227225425
hsa-miR-181a-5p	LPC(16:1)	-0.222827817
hsa-miR-185-5p	LPC(16:1)	-0.474348641
hsa-miR-185-5p	LPC(16:1)	-0.37185895
hsa-miR-3158-3p	LPC(16:1)	-0.491499827
hsa-miR-421	LPC(16:1)	-0.718677724
hsa-miR-451a	LPC(16:1)	-0.273180746
hsa-miR-451a	LPC(16:1)	-0.21036521
hsa-miR-4659a-3p	LPC(16:1)	-0.799270446
hsa-miR-4659a-3p	LPC(16:1)	-0.733417712
hsa-miR-4662a-5p	LPC(16:1)	-0.570260898
hsa-miR-493-3p	LPC(16:1)	-0.38669418
hsa-miR-543	LPC(16:1)	-0.407919852
hsa-miR-543	LPC(16:1)	-0.35054244
hsa-miR-584-5p	LPC(16:1)	-0.290178783
hsa-miR-584-5p	LPC(16:1)	-0.252596213
hsa-miR-652-3p	LPC(16:1)	-0.476564151
hsa-miR-671-3p	LPC(16:1)	-0.677197993
hsa-miR-671-3p	LPC(16:1)	-0.633130932
hsa-miR-26a-5p	1-methylhistamine	0.003711739
hsa-miR-874-3p	LPC(16:1)	-0.563841701
hsa-miR-889-3p	LPC(16:1)	-0.255301468
hsa-miR-26b-3p	1-methylguanine	-1.010951574
hsa-miR-889-3p	LPC(16:1)	-0.202044808
hsa-miR-99a-5p	LPC(16:1)	0.128283984
hsa-miR-99b-5p	LPC(16:1)	0.386784226
hsa-miR-99b-5p	LPC(16:1)	0.337243237
hsa-let-7b-5p	LPC(18:0)	-0.254815819
hsa-let-7g-5p	LPC(18:0)	-0.258483618
hsa-let-7g-5p	LPC(18:0)	-0.240213769
hsa-miR-1180-3p	LPC(18:0)	-0.860124672
hsa-miR-125a-5p	LPC(18:0)	0.270343794
hsa-miR-125b-5p	LPC(18:0)	0.379620832
hsa-miR-125b-5p	LPC(18:0)	0.348270922
hsa-miR-185-5p	LPC(18:0)	-0.413118708
hsa-miR-30d-5p	LPC(18:0)	-0.171473852
hsa-miR-3158-3p	LPC(18:0)	-0.659727824
hsa-miR-320a-3p	LPC(18:0)	-0.131480315
hsa-miR-4659a-3p	LPC(18:0)	-0.566785875
hsa-miR-494-3p	LPC(18:0)	-0.645048112
hsa-miR-494-3p	LPC(18:0)	-0.635045634
hsa-miR-500b-3p	LPC(18:0)	0.337605649
hsa-miR-503-5p	LPC(18:0)	-0.866340332
hsa-miR-503-5p	LPC(18:0)	-0.621434448
hsa-miR-505-5p	LPC(18:0)	0.620987064
hsa-miR-671-3p	LPC(18:0)	-0.478992536
hsa-miR-6815-5p	LPC(18:0)	-0.737233439
hsa-miR-6815-5p	LPC(18:0)	-0.563042115
hsa-miR-766-5p	LPC(18:0)	0.452672676
hsa-miR-874-3p	LPC(18:0)	-0.644643069
hsa-miR-99b-5p	LPC(18:0)	0.296505881
hsa-miR-10a-5p	LPC(18:1)	0.237174104
hsa-miR-125a-5p	LPC(18:1)	0.208717118
hsa-miR-125b-5p	LPC(18:1)	0.216045823
hsa-miR-144-3p	LPC(18:1)	-0.525511372
hsa-miR-181a-5p	LPC(18:1)	-0.211907663
hsa-miR-185-5p	LPC(18:1)	-0.363846886
hsa-miR-186-5p	LPC(18:1)	-0.306491481
hsa-miR-3158-3p	LPC(18:1)	-0.757824555
hsa-miR-3688-3p	LPC(18:1)	-0.516998558
hsa-miR-451a	LPC(18:1)	-0.280382116
hsa-miR-483-5p	LPC(18:1)	0.099178862
hsa-miR-99b-5p	LPC(18:1)	0.296467049
hsa-miR-186-5p	LPC(18:2)	-0.199260768
hsa-miR-200a-3p	LPC(18:2)	0.304144229
hsa-miR-206	LPC(18:2)	0.546856568
hsa-miR-3158-3p	LPC(18:2)	-0.519835917
hsa-miR-331-3p	LPC(18:2)	-0.260215379
hsa-miR-483-5p	LPC(18:2)	0.242615821
hsa-miR-483-5p	LPC(18:2)	0.265069111
hsa-miR-500a-3p	LPC(18:2)	0.149424134
hsa-miR-500a-3p	LPC(18:2)	0.157369432
hsa-miR-548av-5pXhsa-miR-548k	LPC(18:2)	0.219246149
hsa-miR-574-3p	LPC(18:2)	0.148496348
hsa-miR-766-5p	LPC(18:2)	0.282767363
hsa-let-7b-5p	LPC(18:3)	-0.266098317
hsa-let-7d-5p	LPC(18:3)	-0.356282414
hsa-let-7g-5p	LPC(18:3)	-0.410774094
hsa-let-7g-5p	LPC(18:3)	-0.255950166
hsa-miR-106a-5p	LPC(18:3)	-0.794048945
hsa-miR-106b-3p	LPC(18:3)	-0.818134586
hsa-miR-106b-5p	LPC(18:3)	-1.084881589
hsa-miR-10a-5p	LPC(18:3)	0.197322054
hsa-miR-10b-3p	LPC(18:3)	-0.61399319
hsa-miR-1180-3p	LPC(18:3)	-0.850119451
hsa-miR-1180-3p	LPC(18:3)	-0.793525908
hsa-miR-125a-5p	LPC(18:3)	0.209766143
hsa-miR-125a-5p	LPC(18:3)	0.2335133
hsa-miR-125b-5p	LPC(18:3)	0.311651656
hsa-miR-125b-5p	LPC(18:3)	0.261056667
hsa-miR-1271-5p	LPC(18:3)	-0.672907429
hsa-miR-1294	LPC(18:3)	-0.447394494
hsa-miR-144-3p	LPC(18:3)	-0.734422902
hsa-miR-146a-5p	LPC(18:3)	-0.201375581
hsa-miR-148a-3p	LPC(18:3)	-0.306263583
hsa-miR-151a-5pXhsa-miR-151b	LPC(18:3)	-0.299099936
hsa-miR-15b-5p	LPC(18:3)	-0.689425913
hsa-miR-181a-5p	LPC(18:3)	-0.411875259
hsa-miR-181c-5p	LPC(18:3)	-0.970389798
hsa-miR-182-5p	LPC(18:3)	-0.461414926
hsa-miR-185-5p	LPC(18:3)	-0.42287611
hsa-miR-185-5p	LPC(18:3)	-0.487706382
hsa-miR-186-5p	LPC(18:3)	-0.324252964
hsa-miR-197-3p	LPC(18:3)	-0.710973
hsa-miR-204-5p	LPC(18:3)	-0.647087164
hsa-miR-20a-5p	LPC(18:3)	-0.815900678
hsa-miR-2110	LPC(18:3)	-0.532916534
hsa-miR-30d-5p	LPC(18:3)	-0.256410251
hsa-miR-30d-5p	LPC(18:3)	-0.186989753
hsa-miR-3158-3p	LPC(18:3)	-0.495348557
hsa-miR-320a-3p	LPC(18:3)	-0.120752984
hsa-miR-330-3p	LPC(18:3)	-0.544869936
hsa-miR-335-5p	LPC(18:3)	-0.586308061
hsa-miR-27a-3p	1-methylguanine	-0.396024856
hsa-miR-339-3p	LPC(18:3)	-0.706528198
hsa-miR-339-5p	LPC(18:3)	-1.095738865
hsa-miR-340-3p	LPC(18:3)	-0.912388152
hsa-miR-27a-3p	taurine	0.36080531
hsa-miR-3679-5p	LPC(18:3)	-0.765543432
hsa-miR-3688-3p	LPC(18:3)	-0.383221131
hsa-miR-3688-3p	LPC(18:3)	-0.63704273
hsa-miR-409-3p	LPC(18:3)	-0.593985119
hsa-miR-411-5p	LPC(18:3)	-0.875723441
hsa-miR-421	LPC(18:3)	-1.004916852
hsa-miR-425-3p	LPC(18:3)	-0.765737842
hsa-miR-451a	LPC(18:3)	-0.168040194
hsa-miR-27a-3p	Oxalic acid	0.305920247
hsa-miR-4659a-3p	LPC(18:3)	-1.217249508
hsa-miR-4659a-3p	LPC(18:3)	-0.761566464
hsa-miR-486-3p	LPC(18:3)	-0.537475353
hsa-miR-27a-3p	DHA	0.31207945
hsa-miR-486-3p	LPC(18:3)	-0.652191235
hsa-miR-27a-3p	docosahexaenoate	0.323200515
hsa-miR-494-3p	LPC(18:3)	-1.471952466
hsa-miR-494-3p	LPC(18:3)	-0.768944509
hsa-miR-500b-3p	LPC(18:3)	0.245563397
hsa-miR-503-5p	LPC(18:3)	-1.011469776
hsa-miR-503-5p	LPC(18:3)	-0.767187833
hsa-miR-550a-3-5pXhsa-miR-550a-5p	LPC(18:3)	-0.636687934
hsa-miR-584-5p	LPC(18:3)	-0.429889748
hsa-miR-589-5p	LPC(18:3)	-0.631418266
hsa-miR-589-5p	LPC(18:3)	-0.605603487
hsa-miR-605-3p	LPC(18:3)	-0.893098383
hsa-miR-625-3p	LPC(18:3)	-0.705967976
hsa-miR-628-3p	LPC(18:3)	-0.7820453
hsa-miR-628-3p	LPC(18:3)	-0.461071624
hsa-miR-652-3p	LPC(18:3)	-0.857977061
hsa-miR-654-3p	LPC(18:3)	-0.754369791
hsa-miR-671-3p	LPC(18:3)	-0.719071103
hsa-miR-6815-5p	LPC(18:3)	-0.459555584
hsa-miR-874-3p	LPC(18:3)	-0.76155102
hsa-miR-874-3p	LPC(18:3)	-0.63802995
hsa-let-7b-3p	LPC(20:1)	0.713851068
hsa-miR-130a-3p	LPC(20:1)	0.608393297
hsa-miR-27b-3p	LPC(20:1)	0.158500703
hsa-miR-365a-3pXhsa-miR-365b-3p	LPC(20:1)	0.752199338
hsa-miR-486-5p	LPC(20:1)	-0.242924714
hsa-miR-501-3p	LPC(20:1)	-0.278064555
hsa-miR-550a-3-5p	LPC(20:1)	0.273507194
hsa-miR-6815-5p	LPC(20:1)	-0.438160074
hsa-miR-885-5p	LPC(20:1)	0.726094688
hsa-miR-95-3p	LPC(20:1)	0.726473243
hsa-miR-143-3p	LPC(20:3)	0.07910978
hsa-miR-362-5p	LPC(20:3)	-0.297317797
hsa-miR-494-3p	LPC(20:3)	-0.808750968
hsa-miR-654-3p	LPC(20:3)	-0.368086202
hsa-miR-10527-5p	LPC(20:4)	-0.322418086
hsa-miR-1468-5p	LPC(20:4)	0.485228125
hsa-miR-1468-5p	LPC(20:4)	0.334095441
hsa-miR-181a-5p	LPC(20:4)	-0.196594747
hsa-miR-185-5p	LPC(20:4)	-0.306971405
hsa-miR-199a-3pXhsa-miR-199b-3p	LPC(20:4)	-0.163111488
hsa-miR-222-3p	LPC(20:4)	0.210830699
hsa-miR-328-3p	LPC(20:4)	-0.341594459
hsa-miR-335-5p	LPC(20:4)	-0.508651465
hsa-miR-335-5p	LPC(20:4)	-0.520398035
hsa-miR-362-5p	LPC(20:4)	-0.235690821
hsa-miR-7706	LPC(20:4)	0.398431401
hsa-miR-7706	LPC(20:4)	0.403809954
hsa-miR-99b-5p	LPC(20:4)	0.23869191
hsa-miR-99b-5p	LPC(20:4)	0.187656884
hsa-let-7d-5p	LPC(20:5)	-0.129232521
hsa-let-7i-5p	LPC(20:5)	-0.111118543
hsa-miR-100-5p	LPC(20:5)	0.078962101
hsa-miR-106a-5p	LPC(20:5)	-0.393452806
hsa-miR-106b-3p	LPC(20:5)	-0.369337011
hsa-miR-10a-5p	LPC(20:5)	0.114908611
hsa-miR-10b-5p	LPC(20:5)	0.073443053
hsa-miR-125a-5p	LPC(20:5)	0.05911787
hsa-miR-1307-5p	LPC(20:5)	-0.303636503
hsa-miR-136-3p	LPC(20:5)	-0.179606643
hsa-miR-144-3p	LPC(20:5)	-0.445892314
hsa-miR-146a-5p	LPC(20:5)	-0.081161061
hsa-miR-181a-5p	LPC(20:5)	-0.175563274
hsa-miR-181a-5p	LPC(20:5)	-0.177677293
hsa-miR-185-5p	LPC(20:5)	-0.270499008
hsa-miR-186-5p	LPC(20:5)	-0.268082294
hsa-miR-199a-3pXhsa-miR-199b-3p	LPC(20:5)	-0.1261602
hsa-miR-19a-3p	LPC(20:5)	-0.248051632
hsa-miR-200b-3p	LPC(20:5)	-0.395401317
hsa-miR-21-3p	LPC(20:5)	-0.091626114
hsa-miR-3143	LPC(20:5)	-0.616576072
hsa-miR-32-5p	LPC(20:5)	-0.255963471
hsa-miR-328-3p	LPC(20:5)	-0.416066267
hsa-miR-331-3p	LPC(20:5)	-0.336840067
hsa-miR-335-5p	LPC(20:5)	-0.451731626
hsa-miR-335-5p	LPC(20:5)	-0.427544843
hsa-miR-339-5p	LPC(20:5)	-0.459352314
hsa-miR-345-5p	LPC(20:5)	-0.295050342
hsa-miR-3688-3p	LPC(20:5)	-0.592105867
hsa-miR-3688-3p	LPC(20:5)	-0.605607327
hsa-miR-374a-5p	LPC(20:5)	-0.6300238
hsa-miR-411-3p	LPC(20:5)	-0.25027284
hsa-miR-411-5p	LPC(20:5)	-0.509765666
hsa-miR-411-5p	LPC(20:5)	-0.37656404
hsa-miR-421	LPC(20:5)	-0.262661522
hsa-miR-433-3p	LPC(20:5)	-0.464341819
hsa-miR-4446-3p	LPC(20:5)	-0.28493637
hsa-miR-450a-5p	LPC(20:5)	-0.336270794
hsa-miR-451a	LPC(20:5)	-0.24132436
hsa-miR-494-3p	LPC(20:5)	-0.449216716
hsa-miR-500a-3p	LPC(20:5)	0.11553704
hsa-miR-501-3p	LPC(20:5)	0.065053211
hsa-miR-548av-3pXhsa-miR-548o-3p	LPC(20:5)	-0.549340023
hsa-miR-625-3p	LPC(20:5)	-0.457297856
hsa-miR-652-3p	LPC(20:5)	-0.317753221
hsa-miR-654-3p	LPC(20:5)	-0.291171968
hsa-miR-744-5p	LPC(20:5)	-0.229140161
hsa-miR-874-3p	LPC(20:5)	-0.444749719
hsa-miR-99b-5p	LPC(20:5)	0.266662554
hsa-miR-1468-5p	LPC(22:4)	0.630333737
hsa-miR-28-5p	Aspartic acid	1.275791689
hsa-miR-454-5p	LPC(22:4)	0.555498361
hsa-miR-550a-3-5p	LPC(22:4)	0.206435274
hsa-miR-766-5p	LPC(22:4)	0.23739032
hsa-miR-7706	LPC(22:4)	0.550348208
hsa-miR-873-3p	LPC(22:4)	0.396334837
hsa-miR-95-3p	LPC(22:4)	0.579555434
hsa-miR-28-5p	acetaminophen	0.742528727
hsa-miR-10527-5p	LPC(22:5)	-0.380836392
hsa-miR-125a-5p	LPC(22:5)	0.063659321
hsa-miR-125b-5p	LPC(22:5)	0.059786743
hsa-miR-181a-5p	LPC(22:5)	-0.196944342
hsa-miR-186-5p	LPC(22:5)	-0.186849716
hsa-miR-199a-3pXhsa-miR-199b-3p	LPC(22:5)	-0.264094288
hsa-miR-19a-3p	LPC(22:5)	-0.435271867
hsa-miR-30e-5p	LPC(22:5)	-0.157940376
hsa-miR-331-3p	LPC(22:5)	-0.462780919
hsa-miR-335-5p	LPC(22:5)	-0.49695916
hsa-miR-28-5p	arachidonate	0.764905915
hsa-miR-339-5p	LPC(22:5)	-0.471490415
hsa-miR-3688-3p	LPC(22:5)	-0.436621355
hsa-miR-411-5p	LPC(22:5)	-0.470051218
hsa-miR-451a	LPC(22:5)	-0.205826437
hsa-miR-543	LPC(22:5)	-0.283069018
hsa-miR-548av-3pXhsa-miR-548o-3p	LPC(22:5)	-0.381269915
hsa-miR-652-3p	LPC(22:5)	-0.459919752
hsa-miR-671-3p	LPC(22:5)	-0.455976144
hsa-miR-99b-5p	LPC(22:5)	0.219804895
hsa-let-7a-5p	LPC(22:6)	-0.054001525
hsa-let-7b-5p	LPC(22:6)	-0.173158273
hsa-let-7d-5p	LPC(22:6)	-0.220065765
hsa-let-7d-5p	LPC(22:6)	-0.201773762
hsa-let-7i-5p	LPC(22:6)	-0.058085207
hsa-miR-100-5p	LPC(22:6)	0.106106573
hsa-miR-100-5p	LPC(22:6)	0.084319317
hsa-miR-101-3p	LPC(22:6)	-0.22811773
hsa-miR-101-3p	LPC(22:6)	-0.177272033
hsa-miR-10527-5p	LPC(22:6)	-0.338880765
hsa-miR-29a-3p	Adipic acid	-0.564252914
hsa-miR-10527-5p	LPC(22:6)	-0.316869194
hsa-miR-106b-5p	LPC(22:6)	-0.563378431
hsa-miR-106b-5p	LPC(22:6)	-0.541733441
hsa-miR-29a-3p	N-Acetyl-L-Glutamine	-0.636021165
hsa-miR-10a-5p	LPC(22:6)	0.036827687
hsa-miR-10b-5p	LPC(22:6)	0.046812376
hsa-miR-10b-5p	LPC(22:6)	0.027841594
hsa-miR-125a-5p	LPC(22:6)	0.111929457
hsa-miR-29a-3p	1-methylguanine	-0.522284495
hsa-miR-125a-5p	LPC(22:6)	0.075839267
hsa-miR-125b-2-3p	LPC(22:6)	-0.244383496
hsa-miR-125b-2-3p	LPC(22:6)	-0.209123168
hsa-miR-125b-5p	LPC(22:6)	0.137539325
hsa-miR-29a-3p	Aspartic acid	0.738206842
hsa-miR-125b-5p	LPC(22:6)	0.121063826
hsa-miR-1294	LPC(22:6)	-0.145679908
hsa-miR-134-5p	LPC(22:6)	-0.22673643
hsa-miR-134-5p	LPC(22:6)	-0.191286386
hsa-miR-136-3p	LPC(22:6)	-0.310886089
hsa-miR-136-3p	LPC(22:6)	-0.28799987
hsa-miR-142-3p	LPC(22:6)	-0.375033273
hsa-miR-142-3p	LPC(22:6)	-0.366279514
hsa-miR-151b	LPC(22:6)	-0.175507492
hsa-miR-151b	LPC(22:6)	-0.183414562
hsa-miR-181b-5p	LPC(22:6)	-0.343138574
hsa-miR-181c-5p	LPC(22:6)	-0.264524432
hsa-miR-181d-5p	LPC(22:6)	-0.382772564
hsa-miR-1843	LPC(22:6)	-0.400096072
hsa-miR-1843	LPC(22:6)	-0.432221303
hsa-miR-19a-3p	LPC(22:6)	-0.419585049
hsa-miR-19a-3p	LPC(22:6)	-0.415837845
hsa-miR-21-3p	LPC(22:6)	-0.317245516
hsa-miR-223-5p	LPC(22:6)	-0.045843052
hsa-miR-223-5p	LPC(22:6)	-0.023513394
hsa-miR-224-5p	LPC(22:6)	-0.437477894
hsa-miR-224-5p	LPC(22:6)	-0.439274952
hsa-miR-22-5p	LPC(22:6)	-0.438074596
hsa-miR-22-5p	LPC(22:6)	-0.441423167
hsa-miR-2355-5p	LPC(22:6)	-0.134030844
hsa-miR-25-3p	LPC(22:6)	-0.184119389
hsa-miR-30e-5p	LPC(22:6)	-0.119517935
hsa-miR-30e-5p	LPC(22:6)	-0.123641329
hsa-miR-3143	LPC(22:6)	-0.494215824
hsa-miR-3143	LPC(22:6)	-0.456704544
hsa-miR-3158-3p	LPC(22:6)	-0.559339921
hsa-miR-326	LPC(22:6)	-0.242674309
hsa-miR-328-3p	LPC(22:6)	-0.105756829
hsa-miR-331-3p	LPC(22:6)	-0.256978595
hsa-miR-331-3p	LPC(22:6)	-0.228043927
hsa-miR-331-5p	LPC(22:6)	-0.310526112
hsa-miR-339-5p	LPC(22:6)	-0.488292055
hsa-miR-345-5p	LPC(22:6)	-0.56003432
hsa-miR-345-5p	LPC(22:6)	-0.370224936
hsa-miR-362-5p	LPC(22:6)	-0.36401457
hsa-miR-362-5p	LPC(22:6)	-0.265701585
hsa-miR-3688-3p	LPC(22:6)	-0.520750231
hsa-miR-3688-3p	LPC(22:6)	-0.4868561
hsa-miR-374a-3p	LPC(22:6)	-0.349962443
hsa-miR-374a-3p	LPC(22:6)	-0.321621825
hsa-miR-411-3p	LPC(22:6)	-0.173905646
hsa-miR-411-3p	LPC(22:6)	-0.140725772
hsa-miR-411-5p	LPC(22:6)	-0.617272055
hsa-miR-411-5p	LPC(22:6)	-0.555366926
hsa-miR-425-3p	LPC(22:6)	-0.308464437
hsa-miR-29c-3p	N-acetyltryptophan	0.717373921
hsa-miR-29c-3p	LPE(20:0)	-0.805203741
hsa-miR-4286	LPC(22:6)	-0.115155766
hsa-miR-433-3p	LPC(22:6)	-0.332870108
hsa-miR-4433b-3p	LPC(22:6)	-0.395844225
hsa-miR-29c-3p	nonadecanoate	-0.702051627
hsa-miR-4446-3p	LPC(22:6)	-0.187446047
hsa-miR-29c-3p	10-HDoHE/14-HDoHE	0.904375801
hsa-miR-451a	LPC(22:6)	-0.226493696
hsa-miR-451a	LPC(22:6)	-0.185870569
hsa-miR-4659a-3p	LPC(22:6)	-0.469828027
hsa-miR-4659a-3p	LPC(22:6)	-0.419936785
hsa-miR-4662a-5p	LPC(22:6)	-0.359804755
hsa-miR-4732-5p	LPC(22:6)	-0.525804618
hsa-miR-29c-3p	ribothymidine	-0.031826915
hsa-miR-4732-5p	LPC(22:6)	-0.447403369
hsa-miR-485-5p	LPC(22:6)	-0.321300859
hsa-miR-485-5p	LPC(22:6)	-0.337850932
hsa-miR-493-5p	LPC(22:6)	-0.493512945
hsa-miR-493-5p	LPC(22:6)	-0.353746161
hsa-miR-548av-3pXhsa-miR-548o-3p	LPC(22:6)	-0.38367892
hsa-miR-548av-3pXhsa-miR-548o-3p	LPC(22:6)	-0.292729415
hsa-miR-550a-3-5pXhsa-miR-550a-5p	LPC(22:6)	-0.284031693
hsa-miR-576-5p	LPC(22:6)	-0.324285122
hsa-miR-576-5p	LPC(22:6)	-0.259570605
hsa-miR-625-3p	LPC(22:6)	-0.349050773
hsa-miR-652-3p	LPC(22:6)	-0.229588244
hsa-miR-652-3p	LPC(22:6)	-0.205487345
hsa-miR-6842-3p	LPC(22:6)	-0.331122467
hsa-miR-6842-3p	LPC(22:6)	-0.34889271
hsa-miR-874-3p	LPC(22:6)	-0.379724951
hsa-miR-877-5p	LPC(22:6)	-0.646612706
hsa-miR-99a-5p	LPC(22:6)	0.070918079
hsa-miR-99a-5p	LPC(22:6)	0.028150976
hsa-miR-99b-5p	LPC(22:6)	0.176325538
hsa-miR-99b-5p	LPC(22:6)	0.137675547
hsa-let-7d-5p	LPC(24:0)	0.210046742
hsa-miR-30a-3p	acetaminophen	0.74392552
hsa-let-7f-5p	LPC(24:0)	0.171976472
hsa-miR-10527-5p	LPC(24:0)	0.367269353
hsa-miR-125a-3p	LPC(24:0)	0.545102905
hsa-miR-128-3p	LPC(24:0)	0.322842137
hsa-miR-1292-5p	LPC(24:0)	0.239564595
hsa-miR-30a-3p	TG(45:0)	-0.076745576
hsa-miR-30a-3p	TG(47:1)	-0.055714431
hsa-miR-1468-5p	LPC(24:0)	0.571910774
hsa-miR-15a-5p	LPC(24:0)	0.680491617
hsa-miR-181a-3p	LPC(24:0)	0.528868606
hsa-miR-21-5p	LPC(24:0)	0.128931721
hsa-miR-221-3p	LPC(24:0)	0.182857599
hsa-miR-222-3p	LPC(24:0)	0.374005463
hsa-miR-27b-3p	LPC(24:0)	0.175655837
hsa-miR-30c-5p	LPC(24:0)	0.404618371
hsa-miR-3177-3p	LPC(24:0)	0.390451894
hsa-miR-329-3p	LPC(24:0)	0.430120906
hsa-miR-338-3p	LPC(24:0)	0.281279787
hsa-miR-340-5p	LPC(24:0)	0.415307759
hsa-miR-3605-3p	LPC(24:0)	0.488339327
hsa-miR-361-3p	LPC(24:0)	0.624463324
hsa-miR-365a-3pXhsa-miR-365b-3p	LPC(24:0)	0.696388769
hsa-miR-410-3p	LPC(24:0)	0.446596338
hsa-miR-411-3p	LPC(24:0)	0.610093116
hsa-miR-433-3p	LPC(24:0)	0.362582506
hsa-miR-4738-3p	LPC(24:0)	0.533723275
hsa-miR-548av-5pXhsa-miR-548k	LPC(24:0)	0.780773036
hsa-miR-625-3p	LPC(24:0)	0.310919791
hsa-miR-656-3p	LPC(24:0)	0.518117636
hsa-miR-7-5p	LPC(24:0)	0.490336171
hsa-miR-766-5p	LPC(24:0)	0.329558471
hsa-miR-7706	LPC(24:0)	0.311590388
hsa-miR-885-5p	LPC(24:0)	0.666034275
hsa-miR-889-3p	LPC(24:0)	0.769965916
hsa-miR-95-3p	LPC(24:0)	0.416200524
hsa-miR-1468-5p	LPC(P-16:0)/LPC(O-16:1)	0.758361422
hsa-miR-181a-3p	LPC(P-16:0)/LPC(O-16:1)	0.933531852
hsa-miR-191-5p	LPC(P-16:0)/LPC(O-16:1)	-0.142098865
hsa-miR-222-3p	LPC(P-16:0)/LPC(O-16:1)	0.294848093
hsa-miR-362-5p	LPC(P-16:0)/LPC(O-16:1)	-0.172379427
hsa-miR-365a-3pXhsa-miR-365b-3p	LPC(P-16:0)/LPC(O-16:1)	0.712756486
hsa-miR-483-5p	LPC(P-16:0)/LPC(O-16:1)	0.310813858
hsa-miR-671-3p	LPC(P-16:0)/LPC(O-16:1)	-0.179567167
hsa-miR-885-5p	LPC(P-16:0)/LPC(O-16:1)	0.543090058
hsa-miR-95-3p	LPC(P-16:0)/LPC(O-16:1)	0.462265958
hsa-let-7i-3p	LPC(P-18:0)/LPC(O-18:1)	0.491267303
hsa-miR-106a-5p	LPC(P-18:0)/LPC(O-18:1)	0.613174657
hsa-miR-106b-3p	LPC(P-18:0)/LPC(O-18:1)	0.660181131
hsa-miR-144-3p	LPC(P-18:0)/LPC(O-18:1)	0.484790502
hsa-miR-1468-5p	LPC(P-18:0)/LPC(O-18:1)	0.612126013
hsa-miR-16-5p	LPC(P-18:0)/LPC(O-18:1)	0.468887299
hsa-miR-181a-2-3p	LPC(P-18:0)/LPC(O-18:1)	0.435560524
hsa-miR-1843	LPC(P-18:0)/LPC(O-18:1)	0.716319524
