miRNA	Metabolite	coef_Endo2
hsa-miR-19a-3p	LPC(P-18:0)/LPC(O-18:1)	0.320545847
hsa-miR-20a-5p	LPC(P-18:0)/LPC(O-18:1)	0.661633673
hsa-miR-21-3p	LPC(P-18:0)/LPC(O-18:1)	0.377497142
hsa-miR-25-3p	LPC(P-18:0)/LPC(O-18:1)	0.415009352
hsa-miR-30b-5p	LPC(P-18:0)/LPC(O-18:1)	0.468378917
hsa-miR-345-5p	LPC(P-18:0)/LPC(O-18:1)	0.562751871
hsa-miR-363-3p	LPC(P-18:0)/LPC(O-18:1)	0.358073212
hsa-miR-365a-3pXhsa-miR-365b-3p	LPC(P-18:0)/LPC(O-18:1)	0.637420203
hsa-miR-425-5p	LPC(P-18:0)/LPC(O-18:1)	0.603111553
hsa-miR-502-3p	LPC(P-18:0)/LPC(O-18:1)	0.314327509
hsa-miR-30b-5p	formylmethionine	0.777958667
hsa-miR-503-5p	LPC(P-18:0)/LPC(O-18:1)	0.66278132
hsa-miR-505-3p	LPC(P-18:0)/LPC(O-18:1)	0.787951405
hsa-miR-548e-3p	LPC(P-18:0)/LPC(O-18:1)	0.807602165
hsa-miR-550a-3-5p	LPC(P-18:0)/LPC(O-18:1)	0.451460845
hsa-miR-576-5p	LPC(P-18:0)/LPC(O-18:1)	0.762835045
hsa-miR-660-5p	LPC(P-18:0)/LPC(O-18:1)	0.747720876
hsa-miR-93-5p	LPC(P-18:0)/LPC(O-18:1)	0.783864721
hsa-miR-942-5p	LPC(P-18:0)/LPC(O-18:1)	0.494732086
hsa-miR-95-3p	LPC(P-18:0)/LPC(O-18:1)	0.687179287
hsa-miR-130b-5p	LPE(16:0)	0.589094889
hsa-miR-151a-5p	LPE(16:0)	0.302466172
hsa-miR-151a-5p	LPE(16:0)	0.178538025
hsa-miR-151a-5pXhsa-miR-151b	LPE(16:0)	0.124016268
hsa-miR-27b-3p	LPE(16:0)	0.115420618
hsa-miR-365a-3pXhsa-miR-365b-3p	LPE(16:0)	0.658383585
hsa-miR-486-5p	LPE(16:0)	-0.253005523
hsa-miR-500a-3p	LPE(16:0)	0.142996217
hsa-miR-548av-5pXhsa-miR-548k	LPE(16:0)	0.667161723
hsa-miR-574-3p	LPE(16:0)	0.465806796
hsa-miR-766-5p	LPE(16:0)	0.431773435
hsa-miR-128-3p	LPE(18:0)	0.549890256
hsa-miR-151a-5p	LPE(18:0)	0.328237093
hsa-miR-365a-3pXhsa-miR-365b-3p	LPE(18:0)	0.728568455
hsa-miR-500a-3p	LPE(18:0)	0.271155413
hsa-miR-548av-5pXhsa-miR-548k	LPE(18:0)	0.761324382
hsa-miR-766-5p	LPE(18:0)	0.732361247
hsa-miR-95-3p	LPE(18:0)	0.889349787
hsa-miR-128-3p	LPE(18:0)_A	0.569629607
hsa-miR-27b-3p	LPE(18:0)_A	0.22407097
hsa-miR-320d	LPE(18:0)_A	0.29832246
hsa-miR-365a-3pXhsa-miR-365b-3p	LPE(18:0)_A	0.982250783
hsa-miR-548av-5pXhsa-miR-548k	LPE(18:0)_A	0.859421399
hsa-miR-574-3p	LPE(18:0)_A	0.698773469
hsa-miR-766-5p	LPE(18:0)_A	0.614256499
hsa-miR-95-3p	LPE(18:0)_A	1.023642889
hsa-let-7a-3p	LPE(18:0)_B	-0.513501978
hsa-let-7g-5p	LPE(18:0)_B	-0.254456475
hsa-let-7i-5p	LPE(18:0)_B	-0.26200179
hsa-miR-100-5p	LPE(18:0)_B	0.148846469
hsa-miR-10399-5p	LPE(18:0)_B	-0.463622039
hsa-miR-106a-5p	LPE(18:0)_B	-0.524177487
hsa-miR-106b-5p	LPE(18:0)_B	-0.900651287
hsa-miR-107	LPE(18:0)_B	-0.400623798
hsa-miR-10a-5p	LPE(18:0)_B	0.315331465
hsa-miR-10b-5p	LPE(18:0)_B	0.297539676
hsa-miR-1180-3p	LPE(18:0)_B	-0.803789095
hsa-miR-125a-3p	LPE(18:0)_B	-0.599439211
hsa-miR-125a-5p	LPE(18:0)_B	0.257365523
hsa-miR-126-5p	LPE(18:0)_B	-0.460375213
hsa-miR-1307-5p	LPE(18:0)_B	-0.544313728
hsa-miR-136-3p	LPE(18:0)_B	-0.381559329
hsa-miR-144-3p	LPE(18:0)_B	-0.596664706
hsa-miR-146a-5p	LPE(18:0)_B	-0.103051259
hsa-miR-151b	LPE(18:0)_B	-0.338237272
hsa-miR-15a-5p	LPE(18:0)_B	-0.492209626
hsa-miR-15b-3p	LPE(18:0)_B	-0.853739541
hsa-miR-16-2-3p	LPE(18:0)_B	-0.48260482
hsa-miR-181c-3p	LPE(18:0)_B	-0.574731112
hsa-miR-182-5p	LPE(18:0)_B	-0.388860743
hsa-miR-185-5p	LPE(18:0)_B	-0.445444705
hsa-miR-186-5p	LPE(18:0)_B	-0.467415912
hsa-miR-194-5p	LPE(18:0)_B	-0.628247178
hsa-miR-200b-3p	LPE(18:0)_B	-0.452640498
hsa-miR-2110	LPE(18:0)_B	-0.408055462
hsa-miR-21-3p	LPE(18:0)_B	-0.393241798
hsa-miR-22-5p	LPE(18:0)_B	-0.227258103
hsa-miR-2355-3p	LPE(18:0)_B	-0.338287694
hsa-miR-2355-5p	LPE(18:0)_B	-0.494124043
hsa-miR-26b-5p	LPE(18:0)_B	-0.34316289
hsa-miR-30b-5p	LPE(18:0)_B	-0.505112435
hsa-miR-30c-5p	LPE(18:0)_B	-0.365515001
hsa-miR-30d-5p	LPE(18:0)_B	-0.204581529
hsa-miR-30e-5p	LPE(18:0)_B	-0.240495105
hsa-miR-30c-5p	sebacate	-0.719501009
hsa-miR-3158-3p	LPE(18:0)_B	-0.608061027
hsa-miR-323a-3p	LPE(18:0)_B	-0.508986519
hsa-miR-32-5p	LPE(18:0)_B	-0.570901774
hsa-miR-329-3p	LPE(18:0)_B	-0.503175934
hsa-miR-331-5p	LPE(18:0)_B	-0.328595268
hsa-miR-339-5p	LPE(18:0)_B	-0.65045601
hsa-miR-340-3p	LPE(18:0)_B	-0.333423749
hsa-miR-362-5p	LPE(18:0)_B	-0.239514021
hsa-miR-3688-3p	LPE(18:0)_B	-0.664176752
hsa-miR-411-3p	LPE(18:0)_B	-0.228722021
hsa-miR-411-5p	LPE(18:0)_B	-0.573200038
hsa-miR-421	LPE(18:0)_B	-0.534198441
hsa-miR-425-5p	LPE(18:0)_B	-0.663549116
hsa-miR-433-3p	LPE(18:0)_B	-0.334581959
hsa-miR-4446-3p	LPE(18:0)_B	-0.703996235
hsa-miR-451a	LPE(18:0)_B	-0.314673956
hsa-miR-4659a-3p	LPE(18:0)_B	-0.710540879
hsa-miR-4662a-5p	LPE(18:0)_B	-0.553758273
hsa-miR-484	LPE(18:0)_B	-0.168282239
hsa-miR-486-3p	LPE(18:0)_B	-0.670825308
hsa-miR-493-3p	LPE(18:0)_B	-0.650735023
hsa-miR-494-3p	LPE(18:0)_B	-0.620061289
hsa-miR-543	LPE(18:0)_B	-0.35930251
hsa-miR-548av-3pXhsa-miR-548o-3p	LPE(18:0)_B	-0.559494452
hsa-miR-576-5p	LPE(18:0)_B	-0.427283318
hsa-miR-589-5p	LPE(18:0)_B	-0.498539191
hsa-miR-625-3p	LPE(18:0)_B	-0.656928206
hsa-miR-625-5p	LPE(18:0)_B	-0.247050447
hsa-miR-30c-5p	1-methylguanine	-0.5282673
hsa-miR-642a-3p	LPE(18:0)_B	-0.624789578
hsa-miR-652-3p	LPE(18:0)_B	-0.728434347
hsa-miR-654-3p	LPE(18:0)_B	-0.563079112
hsa-miR-889-3p	LPE(18:0)_B	-0.575117369
hsa-miR-96-5p	LPE(18:0)_B	-0.473354287
hsa-miR-99a-5p	LPE(18:0)_B	0.105964913
hsa-miR-30c-5p	Arachidonic acid	0.546362381
hsa-miR-99b-5p	LPE(18:0)_B	0.416478137
hsa-miR-30c-5p	hexadecanedioate	-0.458049923
hsa-miR-1255b-5p	LPE(18:1)	0.494434998
hsa-miR-150-5p	LPE(18:1)	-0.204086689
hsa-miR-150-5p	LPE(18:1)	-0.156892676
hsa-miR-181a-5p	LPE(18:1)	-0.1269577
hsa-miR-181a-5p	LPE(18:1)	-0.115417404
hsa-miR-206	LPE(18:1)	0.889574018
hsa-miR-206	LPE(18:1)	0.826018607
hsa-miR-365a-3pXhsa-miR-365b-3p	LPE(18:1)	0.300764058
hsa-miR-451a	LPE(18:1)	-0.072944679
hsa-miR-483-5p	LPE(18:1)	0.20779621
hsa-miR-483-5p	LPE(18:1)	0.122765155
hsa-miR-500a-3p	LPE(18:1)	0.124910739
hsa-miR-500a-3p	LPE(18:1)	0.129646525
hsa-miR-574-3p	LPE(18:1)	0.293328641
hsa-miR-629-5p	LPE(18:1)	-0.265321808
hsa-miR-150-5p	LPE(18:2)	-0.181071324
hsa-miR-150-5p	LPE(18:2)	-0.20665663
hsa-miR-181a-5p	LPE(18:2)	-0.150478871
hsa-miR-181a-5p	LPE(18:2)	-0.149406205
hsa-miR-200a-3p	LPE(18:2)	0.338303696
hsa-miR-30d-5p	N-Acetyl-L-Glutamine	-0.266617531
hsa-miR-200a-3p	LPE(18:2)	0.24501519
hsa-miR-206	LPE(18:2)	0.57929488
hsa-miR-26b-5p	LPE(18:2)	-0.044473291
hsa-miR-26b-5p	LPE(18:2)	-0.049983235
hsa-miR-30d-5p	pyroglutamic acid	-0.263305266
hsa-miR-365a-3pXhsa-miR-365b-3p	LPE(18:2)	0.170344609
hsa-miR-451a	LPE(18:2)	-0.148623921
hsa-miR-483-5p	LPE(18:2)	0.365683578
hsa-miR-30d-5p	Oxalic acid	0.209456798
hsa-miR-483-5p	LPE(18:2)	0.294696096
hsa-miR-500a-3p	LPE(18:2)	0.17932823
hsa-miR-500a-3p	LPE(18:2)	0.186017858
hsa-miR-548av-5pXhsa-miR-548k	LPE(18:2)	0.404159242
hsa-miR-548av-5pXhsa-miR-548k	LPE(18:2)	0.375897881
hsa-miR-574-3p	LPE(18:2)	0.274855311
hsa-let-7g-5p	LPE(18:3)	-0.120288445
hsa-miR-1307-5p	LPE(18:3)	-0.225671441
hsa-miR-150-5p	LPE(18:3)	-0.297387314
hsa-miR-151a-5p	LPE(18:3)	0.165951559
hsa-miR-411-5p	LPE(18:3)	-0.434606303
hsa-miR-500a-3p	LPE(18:3)	0.191174021
hsa-miR-30d-5p	oleoyl-EA	-0.213179878
hsa-miR-30d-5p	C18 carnitine	-0.225654536
hsa-miR-505-5p	LPE(18:3)	0.318100491
hsa-miR-548av-5pXhsa-miR-548k	LPE(18:3)	0.523797737
hsa-miR-574-3p	LPE(18:3)	0.372028657
hsa-miR-30d-5p	azelate	-0.238510478
hsa-let-7a-3p	LPE(20:0)	-0.645066502
hsa-let-7a-5p	LPE(20:0)	-0.107271607
hsa-miR-30d-5p	inosine	0.161591497
hsa-let-7a-5p	LPE(20:0)	-0.033595237
hsa-let-7f-5p	LPE(20:0)	-0.058583544
hsa-miR-30d-5p	C20:4 carnitine	-0.15771891
hsa-let-7g-5p	LPE(20:0)	-0.212186895
hsa-let-7g-5p	LPE(20:0)	-0.201138217
hsa-let-7i-5p	LPE(20:0)	-0.297072089
hsa-let-7i-5p	LPE(20:0)	-0.218158097
hsa-miR-100-5p	LPE(20:0)	0.109254649
hsa-miR-101-3p	LPE(20:0)	-0.292852682
hsa-miR-10399-5p	LPE(20:0)	-0.617791614
hsa-miR-106a-5p	LPE(20:0)	-0.68698401
hsa-miR-106a-5p	LPE(20:0)	-0.487538815
hsa-miR-106b-5p	LPE(20:0)	-1.065774622
hsa-miR-106b-5p	LPE(20:0)	-1.030781367
hsa-miR-10a-5p	LPE(20:0)	0.252501562
hsa-miR-10a-5p	LPE(20:0)	0.272423776
hsa-miR-10b-5p	LPE(20:0)	0.259987569
hsa-miR-10b-5p	LPE(20:0)	0.282379074
hsa-miR-1180-3p	LPE(20:0)	-1.019360794
hsa-miR-1180-3p	LPE(20:0)	-1.104949567
hsa-miR-1255b-5p	LPE(20:0)	-0.683160834
hsa-miR-1255b-5p	LPE(20:0)	-0.716454208
hsa-miR-125a-5p	LPE(20:0)	0.358328154
hsa-miR-125a-5p	LPE(20:0)	0.331851583
hsa-miR-125b-5p	LPE(20:0)	0.269205909
hsa-miR-125b-5p	LPE(20:0)	0.222529315
hsa-miR-1294	LPE(20:0)	-0.688233804
hsa-miR-1307-5p	LPE(20:0)	-0.53622159
hsa-miR-136-3p	LPE(20:0)	-0.382191117
hsa-miR-144-3p	LPE(20:0)	-0.701793788
hsa-miR-144-3p	LPE(20:0)	-0.654152448
hsa-miR-151a-5pXhsa-miR-151b	LPE(20:0)	-0.107987787
hsa-miR-151b	LPE(20:0)	-0.265327413
hsa-miR-15b-3p	LPE(20:0)	-0.913271539
hsa-miR-15b-3p	LPE(20:0)	-0.95326969
hsa-miR-16-2-3p	LPE(20:0)	-0.554463519
hsa-miR-16-2-3p	LPE(20:0)	-0.435709008
hsa-miR-181a-5p	LPE(20:0)	-0.246093354
hsa-miR-181c-3p	LPE(20:0)	-0.472534897
hsa-miR-185-5p	LPE(20:0)	-0.546924504
hsa-miR-185-5p	LPE(20:0)	-0.424967086
hsa-miR-186-5p	LPE(20:0)	-0.406471021
hsa-miR-186-5p	LPE(20:0)	-0.411142257
hsa-miR-194-5p	LPE(20:0)	-0.735465276
hsa-miR-19a-3p	LPE(20:0)	-0.582696093
hsa-miR-20a-5p	LPE(20:0)	-0.555684187
hsa-miR-224-5p	LPE(20:0)	-0.450688507
hsa-miR-224-5p	LPE(20:0)	-0.359734497
hsa-miR-22-5p	LPE(20:0)	-0.272258817
hsa-miR-22-5p	LPE(20:0)	-0.397065081
hsa-miR-2355-5p	LPE(20:0)	-0.443210627
hsa-miR-2355-5p	LPE(20:0)	-0.45005054
hsa-miR-30d-5p	LPE(20:0)	-0.184554651
hsa-miR-30d-5p	LPE(20:0)	-0.218387992
hsa-miR-3158-3p	LPE(20:0)	-0.902045631
hsa-miR-3158-3p	LPE(20:0)	-0.769793599
hsa-miR-331-5p	LPE(20:0)	-0.410201459
hsa-miR-331-5p	LPE(20:0)	-0.392277506
hsa-miR-339-5p	LPE(20:0)	-0.75294644
hsa-miR-339-5p	LPE(20:0)	-0.767047546
hsa-miR-340-3p	LPE(20:0)	-0.192933771
hsa-miR-362-5p	LPE(20:0)	-0.331547576
hsa-miR-362-5p	LPE(20:0)	-0.235632447
hsa-miR-3688-3p	LPE(20:0)	-0.82895548
hsa-miR-3688-3p	LPE(20:0)	-0.762483249
hsa-miR-30e-5p	Arachidonic acid	0.347161859
hsa-miR-411-5p	LPE(20:0)	-0.617106281
hsa-miR-411-5p	LPE(20:0)	-0.590319332
hsa-miR-421	LPE(20:0)	-0.465928757
hsa-miR-421	LPE(20:0)	-0.445345551
hsa-miR-425-3p	LPE(20:0)	-0.568843757
hsa-miR-425-5p	LPE(20:0)	-0.581395707
hsa-miR-4446-3p	LPE(20:0)	-0.494206081
hsa-miR-4446-3p	LPE(20:0)	-0.392131153
hsa-miR-451a	LPE(20:0)	-0.355282336
hsa-miR-451a	LPE(20:0)	-0.313349814
hsa-miR-4659a-3p	LPE(20:0)	-0.792437433
hsa-miR-4659a-3p	LPE(20:0)	-0.823485289
hsa-miR-4662a-5p	LPE(20:0)	-0.594144346
hsa-miR-4677-3p	LPE(20:0)	-0.326877148
hsa-miR-4732-5p	LPE(20:0)	-0.535890402
hsa-miR-4732-5p	LPE(20:0)	-0.45638724
hsa-miR-493-3p	LPE(20:0)	-0.457306219
hsa-miR-493-5p	LPE(20:0)	-0.566140044
hsa-miR-493-5p	LPE(20:0)	-0.242170245
hsa-miR-494-3p	LPE(20:0)	-0.718051938
hsa-miR-494-3p	LPE(20:0)	-0.780128056
hsa-miR-500b-3p	LPE(20:0)	0.176616291
hsa-miR-543	LPE(20:0)	-0.392384463
hsa-miR-543	LPE(20:0)	-0.471906341
hsa-miR-30e-5p	12-HETE	0.357120887
hsa-miR-548av-3pXhsa-miR-548o-3p	LPE(20:0)	-0.788012744
hsa-miR-548av-3pXhsa-miR-548o-3p	LPE(20:0)	-0.564349078
hsa-miR-576-5p	LPE(20:0)	-0.529489839
hsa-miR-576-5p	LPE(20:0)	-0.613654924
hsa-miR-589-5p	LPE(20:0)	-0.480822162
hsa-miR-589-5p	LPE(20:0)	-0.594804494
hsa-miR-625-3p	LPE(20:0)	-0.847048652
hsa-miR-625-3p	LPE(20:0)	-0.606781274
hsa-miR-629-5p	LPE(20:0)	-0.323049047
hsa-miR-629-5p	LPE(20:0)	-0.361811453
hsa-miR-652-3p	LPE(20:0)	-0.564725585
hsa-miR-652-3p	LPE(20:0)	-0.590802095
hsa-miR-654-3p	LPE(20:0)	-0.623736008
hsa-miR-654-3p	LPE(20:0)	-0.624566563
hsa-miR-671-3p	LPE(20:0)	-0.484596657
hsa-miR-6815-5p	LPE(20:0)	-0.509885106
hsa-miR-6815-5p	LPE(20:0)	-0.557635398
hsa-miR-6842-3p	LPE(20:0)	-0.463608374
hsa-miR-6842-3p	LPE(20:0)	-0.494904081
hsa-miR-744-5p	LPE(20:0)	-0.354311755
hsa-miR-7-5p	LPE(20:0)	-0.64356777
hsa-miR-766-3p	LPE(20:0)	-0.487006654
hsa-miR-874-3p	LPE(20:0)	-0.652993742
hsa-miR-874-3p	LPE(20:0)	-0.684962559
hsa-miR-889-3p	LPE(20:0)	-0.51207701
hsa-miR-889-3p	LPE(20:0)	-0.638409996
hsa-miR-92b-5p	LPE(20:0)	-0.458709407
hsa-miR-96-5p	LPE(20:0)	-0.482033222
hsa-miR-96-5p	LPE(20:0)	-0.469220943
hsa-miR-98-5p	LPE(20:0)	-0.407084317
hsa-miR-99a-5p	LPE(20:0)	0.142085713
hsa-miR-99a-5p	LPE(20:0)	0.06528774
hsa-miR-99b-5p	LPE(20:0)	0.35616866
hsa-miR-99b-5p	LPE(20:0)	0.332255057
hsa-let-7b-5p	LPE(20:1)	-0.213714245
hsa-let-7i-5p	LPE(20:1)	-0.208890818
hsa-miR-101-3p	LPE(20:1)	-0.163481977
hsa-miR-106a-5p	LPE(20:1)	-0.47031554
hsa-miR-106b-5p	LPE(20:1)	-0.863357333
hsa-miR-10a-5p	LPE(20:1)	0.298196071
hsa-miR-10b-5p	LPE(20:1)	0.295154901
hsa-miR-1180-3p	LPE(20:1)	-1.024032294
hsa-miR-125a-5p	LPE(20:1)	0.257296183
hsa-miR-125b-5p	LPE(20:1)	0.165348405
hsa-miR-144-3p	LPE(20:1)	-0.691110863
hsa-miR-15a-5p	LPE(20:1)	-0.282801879
hsa-miR-15b-3p	LPE(20:1)	-0.741485595
hsa-miR-181a-5p	LPE(20:1)	-0.21724858
hsa-miR-183-5p	LPE(20:1)	-0.334801766
hsa-miR-185-5p	LPE(20:1)	-0.455055709
hsa-miR-26b-5p	LPE(20:1)	-0.301230806
hsa-miR-29c-3p	LPE(20:1)	-0.687419747
hsa-miR-30d-5p	LPE(20:1)	-0.151013019
hsa-miR-3158-3p	LPE(20:1)	-0.532742704
hsa-miR-3143	15-HETE	0.869394999
hsa-miR-339-5p	LPE(20:1)	-0.673863863
hsa-miR-362-5p	LPE(20:1)	-0.249012308
hsa-miR-363-3p	LPE(20:1)	-0.430765043
hsa-miR-3688-3p	LPE(20:1)	-0.68679194
hsa-miR-421	LPE(20:1)	-0.618629147
hsa-miR-425-5p	LPE(20:1)	-0.635261032
hsa-miR-451a	LPE(20:1)	-0.370174285
hsa-miR-4659a-3p	LPE(20:1)	-0.746378996
hsa-miR-4662a-5p	LPE(20:1)	-0.560185754
hsa-miR-494-3p	LPE(20:1)	-0.562258576
hsa-miR-543	LPE(20:1)	-0.286549365
hsa-miR-589-5p	LPE(20:1)	-0.281166012
hsa-miR-625-3p	LPE(20:1)	-0.3768762
hsa-miR-629-5p	LPE(20:1)	-0.335996099
hsa-miR-652-3p	LPE(20:1)	-0.814699658
hsa-miR-671-3p	LPE(20:1)	-0.46540397
hsa-miR-744-5p	LPE(20:1)	-0.457524247
hsa-miR-874-3p	LPE(20:1)	-0.615820948
hsa-miR-889-3p	LPE(20:1)	-0.325252559
hsa-miR-92b-5p	LPE(20:1)	-0.557324187
hsa-miR-99a-5p	LPE(20:1)	0.081480721
hsa-miR-99b-5p	LPE(20:1)	0.428874049
hsa-miR-151a-5p	LPE(20:4)	0.215646964
hsa-miR-181a-5p	LPE(20:4)	-0.268641373
hsa-miR-181a-5p	LPE(20:4)	-0.244069935
hsa-miR-1908-5p	LPE(20:4)	0.389123351
hsa-miR-1908-5p	LPE(20:4)	0.340096137
hsa-miR-342-3p	LPE(20:4)	0.221253502
hsa-miR-501-3p	LPE(20:4)	0.028638981
hsa-miR-501-3p	LPE(20:4)	0.048473387
hsa-miR-548av-5pXhsa-miR-548k	LPE(20:4)	0.367375731
hsa-miR-548av-5pXhsa-miR-548k	LPE(20:4)	0.397425684
hsa-miR-574-3p	LPE(20:4)	0.390996118
hsa-miR-629-5p	LPE(20:4)	-0.093304886
hsa-miR-99b-5p	LPE(20:4)	0.124540127
hsa-let-7b-5p	LPE(22:0)	-0.220229391
hsa-let-7i-5p	LPE(22:0)	-0.164643153
hsa-miR-10a-5p	LPE(22:0)	0.19525757
hsa-miR-10b-5p	LPE(22:0)	0.179668102
hsa-miR-1180-3p	LPE(22:0)	-1.001900883
hsa-miR-1255b-5p	LPE(22:0)	-0.579154593
hsa-miR-125a-5p	LPE(22:0)	0.273125104
hsa-miR-125b-5p	LPE(22:0)	0.260036768
hsa-miR-1294	LPE(22:0)	-0.624961443
hsa-miR-15b-3p	LPE(22:0)	-0.738514315
hsa-miR-183-5p	LPE(22:0)	-0.521795693
hsa-miR-185-5p	LPE(22:0)	-0.313627319
hsa-miR-224-5p	LPE(22:0)	-0.574344972
hsa-miR-3158-3p	LPE(22:0)	-0.772437072
hsa-miR-345-5p	LPE(22:0)	-0.870882082
hsa-miR-3605-5p	LPE(22:0)	-0.625405484
hsa-miR-3688-3p	LPE(22:0)	-0.356967618
hsa-miR-451a	LPE(22:0)	-0.218706542
hsa-miR-4659a-3p	LPE(22:0)	-0.609574778
hsa-miR-4732-5p	LPE(22:0)	-0.670272303
hsa-miR-486-3p	LPE(22:0)	-0.630852225
hsa-miR-3158-3p	C5-DC carnitine	0.069756145
hsa-miR-486-5p	LPE(22:0)	-0.242271822
hsa-miR-500b-3p	LPE(22:0)	0.105466205
hsa-miR-589-5p	LPE(22:0)	-0.60211572
hsa-miR-3177-3p	Aspartic acid	1.727974905
hsa-miR-625-3p	LPE(22:0)	-0.553152746
hsa-miR-6815-5p	LPE(22:0)	-0.708864712
hsa-miR-7-5p	LPE(22:0)	-0.503729148
hsa-miR-96-5p	LPE(22:0)	-0.358660337
hsa-let-7a-5p	LPE(22:6)	-0.022899377
hsa-let-7d-5p	LPE(22:6)	-0.179867745
hsa-let-7d-5p	LPE(22:6)	-0.179803034
hsa-let-7g-5p	LPE(22:6)	-0.034730318
hsa-let-7i-5p	LPE(22:6)	-0.076545364
hsa-miR-101-3p	LPE(22:6)	-0.204725624
hsa-miR-101-3p	LPE(22:6)	-0.186888925
hsa-miR-106b-5p	LPE(22:6)	-0.333193268
hsa-miR-125a-5p	LPE(22:6)	0.126484629
hsa-miR-125a-5p	LPE(22:6)	0.076398378
hsa-miR-125b-2-3p	LPE(22:6)	-0.210524716
hsa-miR-125b-5p	LPE(22:6)	0.05924392
hsa-miR-125b-5p	LPE(22:6)	0.069903618
hsa-miR-1307-5p	LPE(22:6)	-0.239315051
hsa-miR-1307-5p	LPE(22:6)	-0.335887477
hsa-miR-142-3p	LPE(22:6)	-0.365765428
hsa-miR-142-3p	LPE(22:6)	-0.259565877
hsa-miR-151b	LPE(22:6)	-0.130214473
hsa-miR-151b	LPE(22:6)	-0.11729737
hsa-miR-181a-5p	LPE(22:6)	-0.116859842
hsa-miR-181a-5p	LPE(22:6)	-0.131633213
hsa-miR-181c-5p	LPE(22:6)	-0.250562192
hsa-miR-181c-5p	LPE(22:6)	-0.228418984
hsa-miR-181d-5p	LPE(22:6)	-0.326911256
hsa-miR-181d-5p	LPE(22:6)	-0.280814815
hsa-miR-1843	LPE(22:6)	-0.415194135
hsa-miR-1843	LPE(22:6)	-0.344156416
hsa-miR-19a-3p	LPE(22:6)	-0.228832052
hsa-miR-19a-3p	LPE(22:6)	-0.165319534
hsa-miR-205-5p	LPE(22:6)	-0.334351479
hsa-miR-223-5p	LPE(22:6)	-0.086971555
hsa-miR-223-5p	LPE(22:6)	-0.04120645
hsa-miR-22-5p	LPE(22:6)	-0.415116006
hsa-miR-22-5p	LPE(22:6)	-0.360844269
hsa-miR-25-3p	LPE(22:6)	-0.209563862
hsa-miR-3143	LPE(22:6)	-0.408088606
hsa-miR-3143	LPE(22:6)	-0.32488221
hsa-miR-331-5p	LPE(22:6)	-0.292286072
hsa-miR-331-5p	LPE(22:6)	-0.30758769
hsa-miR-338-5p	LPE(22:6)	-0.2365891
hsa-miR-338-5p	LPE(22:6)	-0.227145988
hsa-miR-345-5p	LPE(22:6)	-0.073715653
hsa-miR-362-5p	LPE(22:6)	-0.139607851
hsa-miR-3688-3p	LPE(22:6)	-0.332904856
hsa-miR-3688-3p	LPE(22:6)	-0.341943991
hsa-miR-371b-5p	LPE(22:6)	-0.272038586
hsa-miR-374a-3p	LPE(22:6)	-0.186267064
hsa-miR-382-5p	LPE(22:6)	-0.26555186
hsa-miR-410-3p	LPE(22:6)	-0.25241136
hsa-miR-411-3p	LPE(22:6)	-0.264489991
hsa-miR-411-3p	LPE(22:6)	-0.234554971
hsa-miR-411-5p	LPE(22:6)	-0.640452617
hsa-miR-411-5p	LPE(22:6)	-0.560882714
hsa-miR-425-3p	LPE(22:6)	-0.26841827
hsa-miR-425-3p	LPE(22:6)	-0.252576228
hsa-miR-4433b-3p	LPE(22:6)	-0.41851311
hsa-miR-4433b-3p	LPE(22:6)	-0.453859283
hsa-miR-451a	LPE(22:6)	-0.202382479
hsa-miR-451a	LPE(22:6)	-0.178619867
hsa-miR-4659a-3p	LPE(22:6)	-0.324571767
hsa-miR-4659a-3p	LPE(22:6)	-0.304300062
hsa-miR-485-5p	LPE(22:6)	-0.217777873
hsa-miR-485-5p	LPE(22:6)	-0.255692353
hsa-miR-493-5p	LPE(22:6)	-0.452267114
hsa-miR-493-5p	LPE(22:6)	-0.332325696
hsa-miR-532-5p	LPE(22:6)	-0.327649184
hsa-miR-532-5p	LPE(22:6)	-0.278065746
hsa-miR-548av-3pXhsa-miR-548o-3p	LPE(22:6)	-0.450785482
hsa-miR-548av-3pXhsa-miR-548o-3p	LPE(22:6)	-0.308270304
hsa-miR-548e-3p	LPE(22:6)	-0.177604688
hsa-miR-576-5p	LPE(22:6)	-0.278788541
hsa-miR-625-3p	LPE(22:6)	-0.189776432
hsa-miR-642a-3p	LPE(22:6)	-0.129108838
hsa-miR-642a-3p	LPE(22:6)	-0.140244057
hsa-miR-320b	phenyllactate	-0.270613767
hsa-miR-651-5p	LPE(22:6)	-0.149351186
hsa-miR-651-5p	LPE(22:6)	-0.098240787
hsa-miR-7706	LPE(22:6)	-0.332992844
hsa-miR-99b-5p	LPE(22:6)	0.086906519
hsa-miR-99b-5p	LPE(22:6)	0.050178914
hsa-miR-222-3p	lysine	0.253113281
hsa-miR-320b	lysine	0.18833978
hsa-miR-320d	lysine	0.287505794
hsa-miR-484	lysine	0.275292267
hsa-miR-505-3p	lysine	0.207605628
hsa-miR-629-5p	lysine	0.409062835
hsa-miR-101-3p	Malic acid	0.123749603
hsa-miR-125a-5p	Malic acid	-0.291533939
hsa-miR-1292-5p	Malic acid	0.506796766
hsa-miR-144-3p	Malic acid	0.822658855
hsa-miR-148b-3p	Malic acid	0.248723269
hsa-miR-16-5p	Malic acid	0.418177695
